source;translation;type;module;status;customer
"Preview is generated using saved values. If you made changes, please push Save button before previewing of banner.";"Preview is generated using saved values. If you made changes, please push Save button before previewing of banner.";S;merchant;N;N
"General settings";"Setari generale";B;merchant;T;N
"Payout settings";"Setari plata";B;merchant;T;N
"Cron job status";"Status cron job";S;merchant;T;N
"Last execution of cron job:";"Ultima executie a  cron job:";S;merchant;T;N
"To review list of pending background tasks push following button:";"Pentru a revizui sarcina ce se desfasoara in fundal apasa urmatorul buton:";S;merchant;T;N
"Cron setup";"Setare Cron";S;merchant;T;N
"Example of Cron job setup in CPanel";"Exemplu de setare  Cron job In Cpanel";S;merchant;T;N
"Coupon preview";"Previzualizare cupon";S;merchant;T;N
"Changeable by affiliate";"Modificabil dupa afiliat";S;merchant;T;N
"Default value for affiliate";"Valoare predefinita pentru afiliat";S;merchant;T;N
"Allowed Status";"Status permis";S;merchant;T;N
"Mail details";"Detalii despre mail";B;;T;N
"Coupon details";"Detalii despre cupon ";S;merchant;T;N
"Transaction status";"Statusul tranzactie";S;merchant;T;N
"Mail";"Mail";S;;N;N
"Attachments";"Atasamente";B;;T;N
"Simulate cron";"Simuleaza  Cron";S;;T;N
"On new sale / lead";"O noua vanzare / lead";C;affiliate;T;N
"On sale / lead change status";"In timpul vazarii / lead schimbati statusul";C;;T;N
"Affiliate will get coupon upon request";"Afiliatul va primi cuponul la cerere";C;;T;N
"Assign automatically";"Atribuie automat";C;;T;N
"Coupons";"Cupoane";C;;T;N
"Maximum coupons per affiliate";"numar maxim de cupoane per afiliat";C;;T;N
"html";"html";C;;N;N
"preview";"previzualizare";C;;T;N
"Get another coupon";"Ia un alt cupon";C;;T;N
"Export codes";"Exporta coduri";C;;T;N
"Are you sure you want to delete selected coupon(s)?";"Esti sigur ca vrei sa stergi cuponul(cupoanele) selectate?";C;;T;N
"Are you sure you want to change status of selected coupon(s)?";"Esti sigur ca vrei saschimbi statutul cuponului(cupoanelor) selectate?";C;;T;N
"Coupon design";"Design cuponului";C;;T;N
"Coupon code";"Cod cupon";C;;T;N
"Coupon ID";"ID cuponul";B;;T;N
"Bar code image";"Imagine cod de bare";C;;T;N
"Every Coupon has assigned its code. This setting defines format of this code. It is possible to use following values in ID: 9 - will be replaced by any character in range [0-9], {z} - will be replaced by any character in range [a-z], {Z} - will be replaced by any character in range [A-Z], {X} - will be replaced by any character in range [0-9a-zA-Z], all other characters will be copied to Id as you will specify in format. Example of good format is e.g. {ZZZ}-{XXXXX}-{999}";"Fiecarui cupon ii este atribuit  un cod. Aceasta setare defineste formatul codului. Este posibil sa folositi urmatoarele valori in ID:9 va fi Ă®nlocuit cu orice caracter din intervalul [0-9], {z} va fi Ă®nlocuit cu orice caracter din intervalul [a-z], {Z} -va fi Ă®nlocuit cu orice caracter din intervalul [A-Z], {X} va fi Ă®nlocuit cu orice caracter din intervalul-[0-9a-zA-Z], oricare alte caractere vor fi copiate la Id asa cum veti specifica in format. Exemplu de format bun este e.g. {ZZZ}-{XXXXX}-{999}";C;;T;N
"Number of coupons is to small. You should generate at least";"Number of coupons is to small. You should generate at least";C;;N;N
"coupons.";"cupoane.";C;;T;N
"affiliates so you should generate at least";"afiliati ce va trebui generat la sfarsit";C;;T;N
"Data";"Date";C;;T;N
"Create sale";"Creaza vanzare";C;;T;N
"Verify";"Verifica ";C;;T;N
"Coupon is invalid";"Cuponul este invalid";C;;T;N
"Coupon is valid";"Cuponul este valid";C;;T;N
"OfflineSaleDescription";"ĂŽn aceastÄ secĹŁiune puteĹŁi Ă®nregistra vĂ˘nzare - tranzacĹŁia offline bazat pe cupon. Butonul Validare este folosit pentru validarea Ă®n cazul Ă®n care codul cuponului este Ă®ncÄ valabil (intr-un interval de timp) Ĺźi Ă®n cazul Ă®n care nu a fost folositÄ ori mai mult decĂ˘t este permis.In cazul Ă®n care cuponul este valabil, noua forma de vĂ˘nzare va apÄrea Ĺźi vÄ permite sÄ creaĹŁi vanzari noi.";C;;T;N
"Page Peel";"Page Peel";C;;N;N
"Background color of closed banner";"Culoare de fundal a banner-ului inchis ";C;;T;N
"In case no background image for closed banner is selected, selected background color will be used.";"In cazul in care nu selectati nici o culoare pentru imaginea de fundal a banner-ului, va fi folosita o culoare preselectata.";C;;T;N
"Background image";"Imagine de fundal";C;;T;N
"Select background image of opened peel banner. Banner is opened on mouse over event.";"Selecteaza o imagine de fundal pentru peel banner. Banner-ul se deschide in momentul pozitionarii cursorului deasupra evenimentului.";C;;T;N
"Background Image";"Imagine de fundal";C;;T;N
"Select background image of closed banner (small corner)";"Select background image of closed banner (coltul mic)";C;;T;N
"Show banner preview";"Afisare previzualizarea banner-ului";C;;T;N
"Left Corner";"Coltul din stanga";C;;T;N
"Right Corner";"Coltul din dreapta";C;;T;N
"Both Top Corners";"Ambele colturi de sus";C;;T;N
"Banner position";"Pozitie banner";C;;T;N
"Select, where will be displayed peel banner on affiliate's website. Possible values: top left or top right corner. Or both corners.";"Selectati pozitia afisarii peel bannner-ului pe site-ul afiliatului. Valori posibile: coltul stanga sus sau dreapta sus. Sau in ambele colturi.";C;;T;N
"Rotating text";"Text rotativ";C;;T;N
"You can define text, which will rotate through banner. This value is not mandatory. If you don't want any rotating text, just leave it emtpy. Example of such text could be: Special offer!";"PuteĹŁi defini textul, care se vor roti prin intermediul banner-ului. AceastÄ valoare nu este obligatorie. DacÄ nu doriĹŁi nici un text de rotaĹŁie, lasati campul gol. Exemplu de text ar putea fi: Oferta speciala!";C;;T;N
"You can define text, which will rotate through banner. This value is not mandatory. If you don't want any rotating text, just leave it emtpy. Example of such text could be: To get 20% discount using during checkout following coupon: MM-432-FF!";"PuteĹŁi defini textul, care se va roti prin intermediul banner-ului. AceastÄ valoare nu este obligatorie. DacÄ nu doriĹŁi ca nici un text sa se  roteasca, lasati campul gol. Exemplu de text ar putea fi: Pentru a obĹŁine 20% reducere foloseste cuponul  de la checkoutcupon: MM-432-FF!";C;;T;N
"Same Window";"Aceasi fereastra";C;;T;N
"New Window";"Fereastra noua";C;;T;N
"Open destination url in";"Deschide destinatia url-ului in ";C;;T;N
"Select, where will be opened destination url of banner in case visitor will click on opened peel banner.";"Alege unde va fi deschisa destinatia url a bannerului in cazul in care vizit da click pe b op";C;;T;N
"Send mail to affiliate";"Trimite mail catre afiliat";C;merchant;T;N
"Mails";"Mail-uri";C;merchant;T;N
"Image file name";"Numele fisierului imagine ";C;merchant;T;N
"You have to use  or  variable.";"trebuie sa folosesti  sau  variabila.";C;merchant;T;N
"You can set which email notifications will be changeable by your affiliates.";"Poti seta care notificare via email va putea fi modificata de catre afiliatii tai.";C;merchant;T;N
"You can set for which status of transaction will be your affiliates notified";"Puteti seta care fa fi statutul tranzactiei pentru care afiliatii vor fi notificati";C;merchant;T;N
"Show pending background tasks";"AratÄ sarcinile in asteptare din fundal";C;merchant;T;N
"Clear Email Form";"Sterge Formularul Email";C;;T;N
"Remove Attachment";"Sterge atasament";C;;T;N
"Uploading ...";"Se incarca â€¦â€¦";C;;T;N
"Insert attached image";"Insereaza imaginile atasate";C;;T;N
"No image uploaded yet. Upload images first please.";"Nu a fost incarcata nici o imagine. Incarcati prima data imaginile va rugam.";C;;T;N
"Fieldset";"Fieldset";C;;N;N
"Text body";"Corpul textului";C;;T;N
"Pending Background Tasks";"Sarcini din fundal in asteptare";C;;T;N
"Below is list of tasks, which are in normal circumstances executed by cron automatically. If you don't have properly installed cron, you can execute background tasks manually.";"Mai jos este lista de sarcini, care sunt Ă®n condiĹŁii normale, executate de cron automat. DacÄ nu aĹŁi instalat corect cron, puteĹŁi executa sarcini de fundal manual.";C;;T;N
"Stop execution";"Opriti executia";C;;T;N
"Start cron manually";"Porniti cron-ul manual";C;;T;N
"Starting cron request.";"Se porneste solicitare cron.";C;;T;N
"To load template into your mail, just click on icon next to selected template in column Actions.";"Pentru a Ă®ncÄrca Ĺźablonul Ă®n mail, faceĹŁi clic pe pictograma de lĂ˘ngÄ Ĺźablonul selectat Ă®n coloana AcĹŁiuni.";S;;T;N
"IMPORTANT: Content of original mail will be replaced with selected mail template without option to rollback your changes.";"IMPORTANT: Continutul email-ului original  va fi Ă®nlocuit cu template-ul mail-ului  selectat fara optiunea de a anula  modificarile.";S;;T;N
"Load to mail";"Incarcat la email";C;;T;N
"Load from sent mails";"Incarcat din mail-urile expediate";C;;T;N
"Load email from template ...";"Incarca email din sablon ...";C;;T;N
"Load mail from template";"Incarca email din sablon";C;;T;N
"Affiliate tracking code";"Cod de urmarire al afiliatului";B;;T;N
"%s with id %s not exist";"%s cu id %s nu exista";S;;T;N
"File %s not exists";"Fisierul %s nu exista";S;;T;N
"To reset your password click here";"Pentru a va reseta parola faceti click aici";S;;T;N
"Payout date";"Data plata";S;;T;N
"Invoice number";"Numar invoice";B;;T;N
"Campaign not exist";"Campania nu exista";S;;T;N
"Javascript tracking code";"Codul de urmarire al Javascript";S;affiliate;T;N
"Affiliate Sale Tracking Codes";"Coduri de urmarire a vanzarilor afiliatilor";S;affiliate;T;N
"This feature allows your affiliate to place their own sale tracking codes on your thank you page. %s<br/>";"Aceasta caracteristica permite afiliatului sa-si plasese propriul cod de urmarire a vanzarilor pe pagina dumneavoastra ""va multumesc""  ";S;affiliate;T;N
"Affiliate Tracking Code";"Codul de urmarire al afiliatului ";S;affiliate;T;N
"Commission Type";"Tipul comisionului";S;merchant;T;N
"Tracking Code";"Cod de urmarire  ";S;merchant;T;N
"Selected parent can not be used!";"""Parintele"" selectat nu poate fi utilizat!";S;merchant;T;N
"%s has to be valid email";"%s trebuie sa fie un email valid";S;;T;N
"Remote control email";"Email Remote control ";S;;T;N
"Owner name";"Nume proprietar";S;;T;N
"Autoresponder's address";"Adresa  autoresponder-ului";S;;T;N
"Autoresponder's subscription address (without the domain)";"Adresa de subscriere a autoresponder-ului (fara domeniu)";S;;T;N
"Tracking tag";"Eticheta de urmarire";S;;T;N
"The tracking tag to be associated with the subscription";"Eticheta de urmarire asociata abonarii";S;;T;N
"Drop rules";"Reguli Drop";S;;T;N
"Auto Response Plus saved";"Auto Response Plus salvat";S;;T;N
"Auto response plus";"Auto response plus";S;;N;N
"signed-up to your affiliate program at";"inscris in programul afiliatului dumneavoastra la";S;merchant;T;N
"If you want to use coupon codes generated by your e-shop use [Import coupons]";"Daca doresti sa folosesti codurile cupoanelor generate de e-shop-ul tau foloseste [importa cupoane]";S;merchant;T;N
"Edit Tracking Codes";"Editeaza codurile de urmarire";C;affiliate;T;N
"Campaign tracking codes";"Coduri de urmarire a campaniei";C;affiliate;T;N
"image";"imagine";C;affiliate;T;N
"javascript";"javascript";C;affiliate;N;N
"Are you sure you want to delete selected tracking code(s)";"Esti sigur ca vrei sa stergi codul(codurile) de urmarire selectate?";C;merchant;T;N
"Are you sure you want to change status of selected affiliate tracking code(s)?";"Esti sigur ca vrei sa schimbi statutul codului(codurilor) de urmarire a afiliatilor?";C;merchant;T;N
"Detailed description of the coupon (e.g. how it can be used, what advantages does it give to customer, ...)";"Descrierea detaliata a cuponului (e.g. cum poate fi folosit, ce avantaje aduce clientului, ...)";C;;T;N
"This setting specifies how many coupons one affiliate can have. It is useful especially when coupons can be used only once and you do not want to one affiliate to grab all coupons.";"Aceasta setare specifica numarul de cupoane pe care un afiliat in poate primi. Este importanta in specialcand cupoanele pot fi folosite o sigura data si nu vrei ca un afiliat sa retna toate cupoanele.";C;;T;N
"How many sales can be made using this coupon";"Cate vanzari pot fi facute folosind acest cupon";C;;T;N
"Coupon assignment";"Destinarie cupon ";C;;T;N
"Coupon codes will be free and affiliate will be able to ask for allowed number of coupons (based on Maximum coupons per affiliate)";"Cupon codurile  vor fi gratuite si afiliatul poate solicita  numarul alocat de cupoane (pe baza numarului maxim de cupoane pe afiliat)";C;;T;N
"Here you can define how coupon will look like. It will appear in affiliates panel in banners. Preview shows you how will it look like. This design will be also used for print options for affiliate.";"Aici puteĹŁi defini modul Ă®n care va arata cuponul . Acesta va aparea la  afiliati la bannere.Click preview pt a previzualiza. Design-ul va fi de asemenea utilizat pentru optiunile de imprimare pentru afiliat.";C;;T;N
"Number of coupons that will be generated. You should generate additional 10% of coupons for new possible affiliates (* 1.1)";"Numarul de cupoane ce va fi generat. Ar trebui sa generezi 10% cupoane pentru noi posibili afiliati (* 1.1)";C;;T;N
"110% coupons = ";"110% cupoane = ";C;;T;N
"Here you should insert coupon codes exported from your e-shop. This is not file import, only text import. Just copy and paste coupon codes from your export file and separate them with comma.";"Aici ar trebui sa inseri codurile cupon exportate de pe e-sohp-ul tau. Acesta nu este un import de fisiere ci numai import de text. Fa numai copy si paste la codurile cupon din fisierul exportat si separale cu virgula.";C;;T;N
"Modified";"Modificat ";S;;T;N
"Scheduled";"Programat";S;;T;N
"Broadcast message will be delivered to all users signed into this newsletter.";"Message Broadcast va fi trimis tuturor utilizatorilor inscrisi la acest newsletter.";S;;T;N
"Recognize operation takes too long";"Operatia de recunoastere dureaza prea mult";C;;T;N
"Send new Broadcast message";"Trimite mesaj Broadcast nou";C;;T;N
"Broadcasts";"Broadcast-uri";C;;T;N
"Campaign description";"Descrierea campaniei ";S;;T;N
"Affiliate - Invite affiliate to campaign";"Afiliat-invita afiliatul sa ia parte la campanie";B;;T;N
"You are invited to campaign";"Esti invitat sa iei parte la campanie";B;;T;N
"Status of %s selected transaction(s) was changed";"Statutul tranzactiei(tranzactiilor)%s selectata a fost modificata";S;merchant;T;N
"Failed to change status of %s selected transaction(s)";"Nu s-a putt schimba statutul tranzactiei(iilor) selectate";S;merchant;T;N
"secret key";"cheie secreta ";S;;T;N
"Secure Key from WebMoney is needed for verification with WebMoney.";"Cheia de siguranta de la WebMoney este necesara pentru verificarea cu WebMoney.";S;;T;N
"SecretKey plugin configuration saved";"Configuratia plugin-ul cheii secrete a fost salvata";S;;T;N
"WebMoney integration plugin";"Plugin-ul de integrare WebMoney";S;;T;N
"This plugin handles WebMoney notifications (integration of Post Affiliate with WebMoney).";"Acest plugin se ocupa cu notificarile WebMoney (integrarea post afiliere WebMoney).";S;;T;N
"Send invite to campaign email notification";"Trimite invitatia  la emailul de notificare al campaniei";C;;T;N
"do not set parent affiliate";"nu seta afiliatul ""parinte""";C;merchant;T;N
"If you want to send mail to multiple affiliates, you can separate email addresses by comma";"DacÄ doriĹŁi sÄ trimiteĹŁi mail la mai multi afiliati, puteti separa adresele de email prin virgula";C;merchant;T;N
"All %s";"Toti %s";C;;T;N
"Multiple or no value selected";"Valori multiple sau nici o valoare selectata";C;;T;N
"No option selected";"Nu a fost selectata nici o optiune";C;;T;N
"Insert variable";"Insereaza variabile";C;;T;N
"(only coupon code)";"(numai codul cuponului)";S;;T;N
"Coupons and Offline Sales";"Cupoane si vanzari offline";S;;T;N
"Coupons feature allows you to use coupons and offline sales form for offline marketing. %s";"Caracteristica  cupoanelor va permite sa folositi cupoane si formularele vanzarilor offline  pentru marketingul offline. % S";S;;T;N
"Importing coupons was stopped, because coupons count is maximal";"Importul de cupoane a fost oprit pentru ca numarul de cupoane este maxim";S;;T;N
"Sale was saved";"Vanzarea a fost salvata";S;;T;N
"Error, you entered invalid value for fixed cost!";"Eroare, ati introdus o valoare gresita pentru costul fix!";S;merchant;T;N
"Banner wrapper successfully saved";"Supracoperta banner-ului a fost salvata cu succes";S;merchant;T;N
"Click URL";"Click URL";S;merchant;N;N
"Banner Name";"Nume banner";S;merchant;T;N
"Banner Html";"Html banner";S;merchant;T;N
"Url to complete page with banner code.";"Url pentru a completa pagina cu codul banner-ului.";S;merchant;T;N
"Url to javascript banner code";"Url pentru codul javascript al banner-ului";S;merchant;T;N
"Referrer";"Referrer  ";S;merchant;T;N
"Orig. parent Id";"Id-ul ""parinte"" Orig. ";S;merchant;T;N
"Total cost of Sales";"Costul total al vanzarii";B;;T;N
"Commissions of Sales";"Comision vanzare";S;merchant;T;N
"You have entered invalid security code";"Ati introdus un cod de securitate invalid";S;;T;N
"Available fields for affiliate data";"Campuri disponibile pentru datele afiliatului";S;merchant;T;N
"Choose which fields you want to use to store data for your affiliates. Some fields are mandatory, and you have up to 25 optional fields for which you can decide what information they will keep, if they will be optional, mandatory, or not displayed at all. These fields will be displayed in affiliate signup form and affiliate profile editation.";"AlegeĹŁi cĂ˘mpurile pe care doriĹŁi sÄ le utilizaĹŁi pentru a stoca date pentru afiliaĹŁii dumneavoastrÄ. Unele cĂ˘mpuri sunt obligatorii, Ĺźi aveĹŁi pĂ˘nÄ la 25 de campuri optionale pentru care puteĹŁi decide ce informaĹŁii vor pÄstra, dacÄ acestea vor fi facultative, obligatorii, sau nu vor fi afisate deloc. Aceste domenii vor fi afiĹźate Ă®n formularul de Ă®nscriere Ĺźi in profilul de editare al afiliatului.";S;merchant;T;N
"The gray fields are fixed, and they are always present. You cannot configure them.<br/>You can use up to 25 custom fields to get the information from your affiliate. Just click on the name, type or status to change the field attributes.";"CĂ˘mpurile gri sunt fixe, si sunt mereu prezente. Nu le puteĹŁi configura. <br/> PuteĹŁi utiliza pĂ˘nÄ la 25 cĂ˘mpuri personalizate pentru a obĹŁine informaĹŁii de la afiliatul dumneavoastra. Doar faceĹŁi clic pe numele, tipul sau pe status pentru a schimba atributele domeniului .";S;merchant;T;N
"Affiliate Panel menu & screens";"Panoul de meniu si ecranele afiliatului";S;merchant;T;N
"You have full control over the look of your affiliate panel - you can customize the menu, and even add your static custom pages.";"AveĹŁi control complet asupra aspectului panoului dumneavoastra de afiliat - puteĹŁi personaliza meniul, Ĺźi chiar sÄ adÄugaĹŁi pagini statice personalizate.";S;merchant;T;N
"General configuration of your signup form. Write the Terms & Conditions of your affiliate program, choose if to display payout option and what to do after signup.";"Configurare generala a formularului dumneavoastra de Ă®nscriere. Scrieti Termeni si Conditii ai programului de afiliat, alegeĹŁi daca sa fie afisata optiunea de plata si ce sa faceti dupa inscriere.";S;merchant;T;N
"Customize design of affiliate panel";"Customizeaza design-ul panoului de afiliat";S;merchant;T;N
"Here you can change design of affiliate panel by changing it's templates.";"Aici puteĹŁi modifica design-ul panoului de afiliat, prin schimbarea Ĺźabloanelor.";S;merchant;T;N
"Fixed cost:";"Cost fixat:";S;merchant;T;N
"HTML Signup Form";"Formular de inscriere HTML ";S;merchant;T;N
"If you don't want to use the standard signup form, you can use pure HTML signup form. Just copy & paste the code below to a HTML page and you have fully customizable signup form.";"Daca nu doresti sa utilizezi formularul de inscriere standard, poti folosi formularul pentru inscriere HTML. Doar fa copy & paste codul de mai jos la o paginÄ HTML si vei avea formularul de inscriere complet personalizabil.";S;merchant;T;N
"Debugging can be used for troubleshooting. If you turn it on, the system will log every action to your History log. You can use these messages to investigate the flow of commands, and to find out what is wrong. This way you can check what are the scripts doing and where exactly they fail. In production it should be turned off, because it generates multiple history records for each transaction and slows down the system.";"Debugging-ul poate fi folosit pentru rezolvarea problemelor. Daca il activezi sistemul va inregistra fiecare actiune a ta la History. Poti folosi aceste mesaje pentru a investiga fluxul de comenzi, precum Ĺźi pentru a afla ce este gresit. In acest fel poti verifica in ce stadiu se afla  script-urile si unde se afla greseala. In producĹŁie ar trebui sÄ fie oprit, deoarece aceasta genereaza mai multe inregistrari pentru fiecare tranzacie incetinind sistemul.";S;merchant;T;N
"You can automatically send email about payment to the affiliates.<br/>The email is generated using the 'On affiliate payout' template.";"Poti sa trimiti automat mail catre afiliati.<br/>Mail-ul este generat folosind sablonul 'Plata pe afiliat'.";B;merchant;T;N
"Customize design of signup form";"Customizeza design-ul pentru formularul de inscriere";S;merchant;T;N
"Here you can change design of affiliate signup form by changing it's templates.";"Aici poti modifica design-ul formularului de inscriere al afiliatului schimband-ui sablonul.";S;merchant;T;N
"Avg. commission per click (raw/unique)";"Comision Avg. pe click (brut/unic)";B;;T;N
"Avg. commission per impression (raw/unique)";"Comision Avg. pe impresie (brut/unic)";B;;T;N
"Avg. commission per sale";"Comision Avg. pe vanzare";B;;T;N
"Conversion ratio (Raw/Unique)";"Rata de conversie (Brut/Unic)";B;;T;N
"All Commissions";"Toate comisioanele";B;;T;N
"Commissions per Sales";"Comision pe vanzare";B;;T;N
"Number of Clicks";"Numar de click-uri";B;;T;N
"Number of Impressions";"Numar de impresii";B;;T;N
"Total cost of Actions";"Costul total al actiunilor";B;;T;N
"Number of Actions";"Numar de actiuni";B;;T;N
"Select Wrapper For Banner ";"Selectati Wrapper pentru banner";C;merchant;T;N
"Banner wrapper specifies how the banner content should be displayed on affiliate page.";"Wrapper bannerul specifica modul in care continutul banne-rului ar trbui afisat pe pagina afiliatului.";C;merchant;T;N
"Comission will be counted from difference between total cost and fixed cost";"Comisionul va fi calculat din diferenta dintre costul total si costul fixat";C;merchant;T;N
"Use fixed cost";"Folosete costul fixat ";C;merchant;T;N
"Edit Banner Wrapper";"Editeaza  Wrapper Banner";C;merchant;T;N
"Enter Name For New Wrapper";"Editeaza numele pentru un Wrapper nou";C;merchant;T;N
"Add Banner Wrapper";"Adauga Banner Wrapper Banner ";C;merchant;T;N
"Select Banner Wrapper";"Selecteaza Banner Wrapper Banner ";C;merchant;T;N
"Are you sure you want to delete selected wrapper?";"Esti sigur ca vrei sa stergi wrapper-ul selectat?";C;merchant;T;N
"Edit selected banner format or wrapper";"Editeaza formatul banner-ului slectat sau wrapper";C;merchant;T;N
"Read Help";"Citeste Ajutor";C;merchant;T;N
"Executing background tasks ...";"Se executa sarcinile din fundal â€¦";C;;T;N
"Failed to send test mail. Please fill in recipient of test mail first.";"Nu s-a trimis test mail-ul. Completeaza prima data email-ul in sectiunea destinatar al test email-ului.";S;;T;N
"You can resolve your problem faster as we can answer your ticket by searching for solution in our knowledgebase:";"Puteti rezolva problema mai repede deoarece putem raspunde la tichet cautand o solutie in baza de cunostinte";S;merchant;T;N
"Click here to open Knowledgebase.";"Fa click aici pentru a accesa baza de cunostinte Knowledgebase.";S;merchant;T;N
"Would you like to report bug ? Please check first, if bug was not resolved already. List of resolved bugs you can find in our change log.";"Doresti sa raportezi bug-ul?Ferifica daca bug-ul nu a fost deja solutionat.O lista a bug-urilor rezolvate vei gasi in jurnalul de....";S;merchant;T;N
"Click here to open Change log.";"Click aici pentru a deschide  Change log.";S;merchant;T;N
"Your Email";"Email-ul tau";C;merchant;T;N
"Enter email address, where we should send answer to your request.";"Introdu adresa de email, unde ar trebui sa se trimita raspunsul la cererea ta.";C;merchant;T;N
"IP address or host name of your mysql server. If is Mysql server located on same server as web server, you can use localhost as host name.";"Adresa IP-ului  sau numele host-ului al server-ului tau mysql . If is Mysql server located on same server as web server, you can use localhost as host name.";C;;T;N
"Enter Mysql database user username";"Introdu nume utilizator in baza de date Mysql a utilizatorului";C;;T;N
"Enter Mysql database user password";"Introdu parola in baza de date Mysql a utilizatorului";C;;T;N
"Enter Mysql database name.";"Introdu numele datei de baze Mysql.";C;;T;N
"Unzip file";"Dezarhiveaza fisierul";S;;T;N
"Different commissions for recurring sales";"Comisioane diferite pentru vanzari repetate";S;;T;N
"If checked, then the recurring commission settings will be used for recurring sales. Otherwise recurring sales have same commission as first sale. Set reccurence type to 'Varied' in recurring commission settings.";"DacÄ este bifat, apoi setÄrile de recurente Comisia va fi utilizate pentru vĂ˘nzare recurente. ĂŽn caz contrar, vĂ˘nzÄri recurente au aceeasi comisie ca prima vĂ˘nzare. SetaĹŁi tipul de recidiva la ""diverse"" Ă®n setÄrile de comision recurente.";S;;T;N
"Error during removing template cache (%s)";"Eroare in timpul stergerii template-ului cache (%s)";S;;T;N
"Error during updating templates (%s)";"Eroare in timpul actualizarii template-lor (%s)";S;;T;N
"Click Stats Optimizer";"Fa clic pe Statistici de optimizare";S;;T;N
"This plugin forbids saving click data1/2 values to click stats which makes the click tables smaller but you won't be able to filter clicks by data1/2. Data1/2 will be available in Raw clicks only.";"Acest plug-in de economisire a interzice faceĹŁi clic pe data1 / 2 valori statistici faceĹŁi clic pe ceea ce face tabele faceĹŁi clic pe mai mic, dar nu veĹŁi fi capabil de a filtra clicurile de data1 / 2. Data1 / 2 va fi disponibil Ă®n clicuri Raw numai.";S;;T;N
"Status of sale / lead was changed to:";"Status-ul vanzare  / lead a fost schimbat cu:";S;;T;N
"%s count";"%s cont ";S;;T;N
"%s total cost";"%s cost total";S;;T;N
"Url to clean banner code.";"Url pentru a sterge cod banner.";S;merchant;T;N
"Delete clicks";"Sterge clicuri";S;merchant;T;N
"Delete raw clicks";"Sterge clicurile brute";S;merchant;T;N
"Must be smaller then ""Delete raw click records older than"" defined in Tracking settings";"Trebuie sa fie mai mici decat  ""Delete raw click records older than"" definite in setarile Tracking";S;merchant;T;N
"Must be bigger then ""Ip address validity""";"Trebuie sÄ fie mai mare decat ""validitatea adresei IP""";S;merchant;T;N
"Must be bigger then ""Recognize multiple repeating clicks"" defined in Fraud protection";"Trebuie sa fie mai mare decat ""Recunoaste clicurile multiple"" definite in protectia antifrauda";S;merchant;T;N
"Import %s rows";"Importa %s randuri";S;merchant;T;N
"Error during Import";"Eroare in timpul importarii";S;;T;N
"Check file";"Verifica fisierul";S;;T;N
"Importing %s rows";"Se importa %s randuri";S;;T;N
"Check %s rows";"Verifica %s randuri";S;;T;N
"Incorect data header";"Header de date incorect";S;;T;N
"Delete events";"Sterge evenimente";S;;T;N
"Import rows in %s";"Importa randuri in %s";S;;T;N
"Api key can be found after login to GetResponse in menu Account -> Edit settings in section Nr. 6 of this form";"Cheia Api  poate fi gasita dupa conectarea a  ""Primeste raspuns"" in meniul Cont -> Editeaza setari in sectiunea Nr. 6 al acestui formular";S;;T;N
"GetResponse campaign name";"Numelele campaniei Primeste raspuns";S;;T;N
"Campaign name defined in GetResponse account";"Numele campaniei definit in contul Primeste raspuns";S;;T;N
"GetResponseSignup plugin configuration saved";"Configurarea pluginului ""Inscriere la primeste raspuns"" a fost salvata";S;;T;N
"Signup affiliate automatically to campaign";"Signup affiliate automatically to campaign";S;;N;N
"This plugin signs up affiliate to campaign after signup. Campaign ID must be passed in a_cid parameter.";"This plugin signs up affiliate to campaign after signup. Campaign ID must be passed in a_cid parameter.";S;;N;N
"You have been successfuly signed up";"You have been successfuly signed up";S;;N;N
"Delete old events";"Sterge evenimentele vechi";S;merchant;T;N
"Delete event records older than";"Sterge evenimentele inregistrate mai vechi de ";S;merchant;T;N
"days";"zile";S;merchant;T;N
"Delete raw click records older than";"Sterge  inregistrarile clicurilor brute mai vechi de";S;merchant;T;N
"Private campaigns";"Campanii private";B;;T;N
"Clone Selected Banners";"Cloneaza bannerele selectate";C;merchant;T;N
"No Banners Selected";"Nu a fost selectata nici-un banner";C;merchant;T;N
"Clone";"Cloneaza  ";C;merchant;T;N
"Set auto delete of raw clicks";"Seteaza stergerea automata a clicurilor brute";C;merchant;T;N
"Zip Banner";"Banner arhivat";S;;T;N
"Banner Id";"Id Banner ";S;;T;N
"Channel Id";" Id canal";S;;T;N
"Encoded target URL";"Tinta URL codata";S;;T;N
"Failed to write file %s";"Nu s-a reusit scrierea fisierului %s";S;;T;N
"%s is not directory!";"%s nu este director!";S;;T;N
"Banner settings";"Setari banner ";S;merchant;T;N
"Files in zip folder";"Fisiere in folder arhivat";S;merchant;T;N
"You can use following variables in zipped files";"Poti folosi urmatoarele variabile in fisierele arhivate";S;merchant;T;N
"Link To Zip";"Link catre arhiva";C;;T;N
"Download Zip";"Descarca arhiva ";C;;T;N
"Files in zip folder:";"Fisiere arhivate in dosar:";C;;T;N
"Unpacked zip folder";"Dosar zip dezarhivat";C;;T;N
"View preview";"Vizualizeaza preview";C;;T;N
"Zip file";"Fisier arhivat ";C;;T;N
"File types";"Tipuri fisier";C;;T;N
"Files with these masks (separated by comma) will be searched for variables.";"Fisierele cu aceste semne (separate cu virgula) vor fi cautate de variabile.";C;;T;N
