source;translation;type;module;status;customer
"PayPal Email";"Email в системе PayPal";B;;T;N
"Payable to";"Подлежит оплате";B;;T;N
"Moneybookers";"Moneybookers";B;;N;N
"Moneybookers Email";"Email в системе Moneybookers";B;;T;N
"Bank / Wire transfer";"Банковский перевод";B;;T;N
"Bank account name";"Имя банковского счета";B;;T;N
"Bank account number";"Номер счета";B;;T;N
"Bank name";"Название банка";B;;T;N
"Bank code";"Код банка";B;;T;N
"Bank address";"Адрес банка";B;;T;N
"Bank SWIFT code";"Код SWIFT";B;;T;N
"Affiliate program";"Партнерская программа";B;;T;N
"Welcome to affiliate program";"Добро пожаловать в партнерскую программу";B;;T;N
"Merchants";"Продавцы";B;;T;N
"It is not possible to changes privileges for default role %s";"Невозможно изменить права для роли по умолчанию %s";S;;T;N
"Recurring";"Повторы";C;;T;N
"Referral";"Реферал";C;;T;N
"Chargeback";"Чарджбек";C;;T;N
"Affiliates in group";"Партнеры в группе";C;;T;N
"Back to campaign";"Вернуться к кампании";C;;T;N
"MerchantsDescription";"Функция 'Несколько продавцов' позволяет иметь доступ к системе нескольким продавцам (администраторам). Вы можете установить разные роли для каждого администратора, чтобы настроить его права в системе.";C;merchant;T;N
"New user role you can create by copying of existing role to new role. Default roles can't be deleted or modified!";"Вы можете создать новую роль пользователя, скопировав существующую роль в новую. Роли по умолчанию не могут быть удалены или модифицированы!";C;;T;N
"Recurring commission";"Повторяющаяся комиссия";S;;T;N
"Rank";"Ранг";B;;T;N
"Missing banner id";"Отсутствует ID баннера";S;;T;N
"Banner Rotator";"Ротатор баннеров";B;;T;N
"Status of selected recurring transaction(s) was changed";"Статус выбранных повторяющихся транзакций был изменен";S;;T;N
"Failed to change status of selected recurring transaction(s)";"Не удалось изменить статус выбранных повторяющихся транзакций";S;;T;N
"Last commission";"Последняя комиссия";S;;T;N
"Each 15 minutes";"Каждые 15 минут";B;;T;N
"Quarterly";"Поквартально";B;;T;N
"Semiannualy";"Два раза в год";B;;T;N
"Failed to make refund / chargeback of selected transaction(s)";"Не удалось осуществить возврат платежа по выбранным транзакциям";S;merchant;T;N
"Preset name must be unique";"Предустановленное имя должно быть уникальным";S;;T;N
"Last commission date";"Дата последней комиссии";S;merchant;T;N
"%s banners";"%s баннеры";C;affiliate;T;N
"Add To Rotator";"Добавить в ротатор";C;;T;N
"Select Banner";"Выбрать баннер";C;;T;N
"Rotator";"Ротатор";C;;T;N
"Are you sure you want to change status of selected recurring commission(s)?";"Вы уверены, что хотите изменить статус выбранных повторяющихся комиссий?";C;;T;N
"RecurringCommissionsListDescription";"Работа с повторяющимися комиссиями.";C;;T;N
"Refund management";"Работа с отменами платежей";C;merchant;T;N
"Do you really want to set refund / charge back on the selected transaction(s)?";"Вы действительно хотите рефанд / чарджбек по выбранной транзакции?";C;merchant;T;N
"Make refund";"Сделать рефанд";C;merchant;T;N
"Make charge back";"Сделать чарджбек";C;merchant;T;N
"Edit available countries";"Редактировать список стран";C;merchant;T;N
"Update license";"Обновить лицензию";C;;T;N
"Revalidate license";"Перепроверить лицензию";C;;T;N
"Invalid license";"Недействительная лицензия";C;;T;N
"License ID can not be empty";"Поле ID лицензии не может быть пустым";C;;T;N
"CPM";"CPM";B;;N;N
"Username (Email)";"Имя пользователя (Email)";B;;T;N
"IP";"IP";S;;N;N
"Tier";"Уровень";S;;T;N
"Unknown";"Неизвестен";B;;T;N
"First Name";"Имя";B;;T;N
"Last Name";"Фамилия";B;;T;N
"commission group";"группа комиссий";B;;T;N
"Campaign name";"Название кампании";B;;T;N
"Id";"Id";B;;N;N
"Recurring commissions";"Повторяющиеся комиссии";B;;T;N
"Daily";"Ежеденевно";B;;T;N
"Weekly";"Еженедельно";B;;T;N
"Monthly";"Ежемесячно";B;;T;N
"Yearly";"Ежегодно";B;;T;N
"Raw Clicks";"Клики";B;;T;N
"Tree of subaffiliates";"Дерево субпартнеров";B;;T;N
"My profile";"Мой профиль";B;;T;N
"Value";"Значение";B;;T;N
"Quick report";"Краткий отчет";B;merchant;T;N
"Mail outbox";"Отправленные";B;;T;N
"Report problems";"Сообщить о проблемах";B;merchant;T;N
"Approved";"Одобрено";B;;T;N
"Pending";"На рассмотрении";B;;T;N
"Payout History";"История выплат";S;merchant;T;N
"payees";"получатели";S;merchant;T;N
"Referer url";"URL-адрес реферера";S;merchant;T;N
"Click";"Кликните";B;;T;N
"Email sent";"Сообщение отправлено";S;merchant;T;N
"Error while sending mail";"Ошибка при отправке сообщения";S;merchant;T;N
"paid";"оплачено";B;;T;N
"File not exist";"Файл не существует";B;;T;N
"It is not allowed to upload file bigger as %s bytes. Your file has size %s bytes.";"Загружать файлы больше %s байт не разрешается. Размер Вашего файла - %s байт.";S;;T;N
"Select Language";"Выберите язык";B;;T;N
"Installing templates";"Устанавливаются шаблоны";S;;T;N
"DONE";"ГОТОВО";S;;T;N
"Commissions: ";"Комиссии: ";S;affiliate;T;N
"Contact us";"Контакты";B;affiliate;T;N
"Raw";"Всего";B;;T;N
"Unique";"Уникальных";B;;T;N
"Request New Password";"Запросить новый пароль";B;;T;N
"Cookie settings";"Настройки файлов сookie";S;merchant;T;N
"HEADER";"ЗАГОЛОВОК";S;merchant;T;N
"MENU";"МЕНЮ";S;merchant;T;N
"CONTENT";"КОНТЕНТ";S;merchant;T;N
"FOOTER";"ФУТЕР";S;merchant;T;N
"Campaign type";"Тип кампании";B;;T;N
"Tasks waiting for approval";"Задания, ждущие одобрения";S;merchant;T;N
"Traffic overview";"Обзор трафика";S;;T;N
"URL Parameter Names";"Названия параметров URL-адреса";B;merchant;T;N
"Parameter names";"Названия параметров";S;merchant;T;N
"Real list should look like this";"Настоящий список должен выглядеть так";S;merchant;T;N
"Fields";"Поля";B;merchant;T;N
"DirecLink Urls";"URL-адреса прямых ссылок";S;merchant;T;N
"Report problem";"Сообщить о проблеме";S;merchant;T;N
"in";"в";S;merchant;T;N
"Signup commissions";"Комиссии за регистрацию";B;merchant;T;N
"Email settings";"Параметры Email";B;;T;N
"Mail account setup";"Настройка почтовой учетной записи";S;;T;N
"version";"версия";S;;T;N
"Background Color";"Цвет фона";S;;T;N
"Email Notifications";"Уведомления по электронной почте";C;;T;N
"Download Signup form";"Скачать форму регистрации";C;affiliate;T;N
"Download Login form";"Скачать форму входа в систему";C;affiliate;T;N
"Are you sure want to delete selected channel?";"Вы уверены, что хотите удалить выбранный канал?";C;affiliate;T;N
"Sale";"Продажа";B;;T;N
"Lead";"Лид";C;;T;N
"Action";"Действие";B;;T;N
"Unpaid";"Неоплаченные";B;;T;N
"per Action";"за действие";C;;T;N
"Add affiliate";"Добавить партнера";C;;T;N
"Retype password";"Повторить пароль";C;merchant;T;N
"Private - Visible only for invited affiliates";"Закрытая - Видима только для приглашенных партнеров";B;;T;N
"Email Templates";"Шаблоны сообщений электронной почты";C;;T;N
"Payout Options";"Способы выплат";C;merchant;T;N
"Banners manager";"Работа с баннерами";C;merchant;T;N
"Affiliate signup";"Регистрация партнеров";B;merchant;T;N
"Event Logging";"Ведение журнала событий";C;merchant;T;N
"Getting Started";"Приступая к работе";C;merchant;T;N
"MerchantHomeDescription";"Ниже Вы видите задания, которые требуют Вашего одобрения и обзор трафика в Вашей партнерской программе";C;merchant;T;N
"New";"Новый";C;merchant;T;N
"none";"нет";C;merchant;T;N
"Create Banner";"Создать баннер";C;merchant;T;N
"Banners & Links Formats";"Форматы баннеров и ссылок";C;merchant;T;N
"impressions";"показы";C;merchant;T;N
"clicks";"клики";C;merchant;T;N
"sales";"продажи";C;merchant;T;N
"Enabled";"Включено";C;merchant;T;N
"Disable";"Выключить";C;;T;N
"Disabled";"Выключено";C;;T;N
"Enable";"Включить";C;;T;N
"URL";"URL-адрес";B;;T;N
"Image Url";"URL-адрес изображения";C;merchant;T;N
"Width";"Ширина";B;merchant;T;N
"Height";"Высота";B;merchant;T;N
"Flash Url";"URL-адрес файла Flash";C;merchant;T;N
"Invoice Format";"Формат счета";C;merchant;T;N
"VAT Handling";"Работа с НДС";C;merchant;T;N
"CheckBox";"Галочка";C;merchant;T;N
"page";"страница";C;merchant;T;N
"Referral commission";"Комиссии рефералам";B;merchant;T;N
"Automatic approval";"Автоматическое одобрение";C;merchant;T;N
"Manual approval";"Ручное одобрение";C;merchant;T;N
"All Affiliates";"Все партнеры";C;merchant;T;N
"per Sale";"за продажу";B;;T;N
"Select Wallpaper";"Выбрать обои";C;;T;N
"Are you sure you want to set ";"Вы уверены, что хотите установить ";C;;T;N
"delete";"удалить";C;;T;N
"Add link";"Добавить ссылку";C;;T;N
"Back";"Назад";C;;T;N
"Internal Error";"Внутренняя ошибка";C;;T;N
"English Name";"Название по-английски";C;;T;N
"Set new password";"Сменить пароль";C;;T;N
"details";"информация";B;;T;N
"Campaign:";"Кампания:";S;merchant;T;N
"Buy feature";"Купить функцию";S;merchant;T;N
"%s% of users bought this feature";"%s% пользователей купили эту функцию";C;;T;N
"Payment link not loaded yet";"Ссылка оплаты еще не загружена";C;;T;N
"Buy selected features";"Купить выбранные функции";C;;T;N
"Signup bonus saved";"Бонус за регистрацию сохранен";S;merchant;T;N
"Signup commission";"Комиссия за регистрацию";S;merchant;T;N
"Don't send notification email";"Не отправлять сообщения с уведомлениями";C;merchant;T;N
"ReferralCommissionDescription";"";C;merchant;T;N
"Support multi tier";"Поддержка многоуровневости";C;merchant;T;N
"Commission type is disabled";"Тип комиссии деактивирован";S;merchant;T;N
"Commission type not exist";"Тип комиссии не существует";S;merchant;T;N
"To many commission types";"Слишком много типов комиссий";S;merchant;T;N
"Update files";"Обновить файлы";B;;T;N
"Error during files update (%s)";"Ошибка при обновлении файлов (%s)";S;;T;N
"Files updated";"Файлы обновлены";S;;T;N
"Invalid main directory";"Главная директория недействительна";S;;T;N
"Wrong username / password";"Неправильное имя пользователя или пароль";S;;T;N
"Can not change to main directory";"Не удается изменить на главную директорию";S;;T;N
"Directory %s does not exist";"Директория %s не существует";S;;T;N
"Test";"Тест";S;;T;N
"Dynamic link";"Динамическая ссылка";B;affiliate;T;N
"FTP Info";"Информация о FTP подключении";S;;T;N
"Destination url";"Целевой URL-адрес";C;affiliate;T;N
"Copy & Paste this code to your page to get banner displayed:";"Скопируйте и вставьте этот на свою страницу, чтобы показать баннер:";C;affiliate;T;N
"Get code";"Получить код";C;affiliate;T;N
"Banner dynamic link";"Динамическая ссылка баннера";C;affiliate;T;N
"Hostname";"Имя хоста";C;;T;N
"Directory";"Директория";C;;T;N
"Click here to see hover banner";"Кликните здесь, чтобы увидеть неблокируемый баннер";S;;T;N
"Options";"Опции";S;merchant;T;N
"Main image";"Главное изображение";C;;T;N
"Thumbnail image";"Миниатюра изображения";C;;T;N
"Background opacity";"Прозрачность фона";C;;T;N
"Hover";"Неблокируемый";C;;T;N
"Cron job is not running";"Планировщик задач не включен";S;merchant;T;N
"Error during installing templates (%s)";"Ошибка при установке шаблонов (%s)";S;;T;N
"This command will run job that is necessary when you generate recurring commmissions and some other features.";"Эта команда запустит задачу, необходимую для генерирования повторяющихся комиссий и некоторых других функций.";S;merchant;T;N
"If you deactivate this feature, all rotator banners will be deleted. Are you sure you want to deactivate this feature?";"Если Вы деактивируете эту функцию, все ротаторы баннеров будут удалены. Вы уверены, что хотите деактивировать эту функцию?";B;merchant;T;N
"If you deactivate this feature, all hover banners will be deleted. Are you sure you want to deactivate this feature?";"Если Вы деактивируете эту функцию, все неблокируемые баннеры будут удалены. Вы уверены, что хотите деактивировать эту функцию?";B;merchant;T;N
"Cron Job Integration";"Интеграция планировщика задач";C;merchant;T;N
"CronJobIntegrationDescription";"Планировщик задач необходим для некоторых функций, например, повторяющихся комиссий. Эта страница поможет Вам правильно его настроить.";C;merchant;T;N
"Recurring commissions require cron job which is not running now. Please set it up in Tools -> Integration -> Cron Job Integration";"Повторяющиеся комиссии требуют использования планировщика задач, который сейчас не запущен. Пожалуйста, настройте его в Инструменты -> Интеграция -> Интеграция планировщика задач";S;;T;N
"Key %s does not exist in dictionary";"Ключа %s в словаре не существует";S;;T;N
" does not exist";" не существует";S;;T;N
" saved";" сохранен";S;;T;N
" is mandatory";" обязателен";S;merchant;T;N
" added";" добавлена";S;merchant;T;N
"Could not seek file";"Не удалось найти файл";S;;T;N
" # of Sales / Leads";" Количество продаж/лидов";S;;T;N
"Assign non-referred affiliate to";"Подвязать партнера без реферала на";B;merchant;T;N
" seconds.";" секунд.";S;merchant;T;N
" format";" формат";C;merchant;T;N
" format cannot be empty!";" поле формат не может быть пустым!";C;merchant;T;N
"Are you sure you want to select this theme for new affiliates?";"Вы уверены, что хотите выбрать эту тему для новых партнеров?";C;merchant;T;N
"Apply also for existing affiliates";"Применить также для существующих партнеров";C;merchant;T;N
" IP address validity";" действительность IP-адреса";C;merchant;T;N
" bytes";" байт";C;;T;N
" kB";" Кбайт";C;;T;N
" MB";" Мбайт";C;;T;N
" GB";" Гбайт";C;;T;N
"Deleting campaign causes that all its banners, transactions and stats will be deleted.";"Удаление кампании означает, что все ее баннеры, транзакции и статистика будут удалены.";C;merchant;T;N
"If you want to keep stats, transactions and banners change campaign status to stopped instead of deleting it.";"Если Вы хотите сохранить статистику, транзакции и баннеры - измените статус кампании на остановленную вместо того, чтобы ее удалять.";C;merchant;T;N
"Type of default campaign must be public";"Кампания по умолчанию должна быть публичной";S;merchant;T;N
"GD extension is installed";"Расширение GD установлено";S;;T;N
"GD extension is not installed";"Расширение GD не установлено";S;;T;N
"Please add support of gd2 extension in your php, otherwise e.g. captcha images will not work!";"Пожалуйста, добавьте в PHP поддержку расширения gd2, иначе, к примеру, защита от роботов (каптча) не будет работать!";S;;T;N
"Affiliate ID";"ID партнера";S;;T;N
"Hello and welcome to our affiliate program.<br/>I'm your affiliate manager, and I'm here for you if you have ANY questions or problems related to our affiliate program.<br/><br/>I wish you all success in promoting our products, and profitable partnership for both you and us.";"Добро пожаловать в нашу партнерскую программу!<br/>Я Ваш менеджер и я здесь для того, чтобы помочь Вам с ЛЮБЫМИ вопросами или трудностями, связанными с нашей партнерской программой. <br/><br/>Желаю вам успеха в продвижении наших товаров и взаимовыгодного сотрудничества для нас обоих.";B;;T;N
"Default language can't be deleted";"Язык по умолчанию не может быть удален";S;;T;N
"Error details: %s";"Подробности ошибки: %s";S;;T;N
"Are you sure you want to delete selected language(s)?";"Вы уверены, что хотите удалить выбранный язык?";C;;T;N
"Delete language";"Удалить язык";C;;T;N
"Could not connect to database. Please retype your database information again. Message: %s";"Не удалось подключиться к базе данных. Пожалуйста, введите информацию о Вашей базе данных еще раз. Сообщение: %s";S;;T;N
"Compatibility mode is off";"Режим совместимости отключен";S;;T;N
"Please turn compatibility mode off in your php.ini";"Пожалуйста, отключите режим совместимости в файле php.ini";S;;T;N
"Application requires compatibility mode off";"Для работы программы требуется отключить режим совместимости";S;;T;N
"Index %s does not exist in array";"Индекса %s в массиве не существует";S;;T;N
"Campaign for commissions can be choosen by Product ID instead of banner. To do this you need to specify all product IDs that belong to this campaign. Product IDs need to be comma separated.";"Кампания может быть создана с привязкой к ID товара, а не к баннеру. Для этого Вам нужно указать все ID товаров, которые относятся к этой кампании. ID товаров отделяются запятыми.";C;merchant;T;N
"Min. payout";"Мин. выплата";S;merchant;T;N
"All required functions are enabled";"Все необходимые функции включены";S;;T;N
"Please enable following functions in your php.ini: %s";"Пожалуйста, включите в файле php.ini следующие функции";S;;T;N
"Create new Mailing List";"Создать новую рассылку";C;;T;N
"Mailing list name";"Название рассылки";C;;T;N
"Type in unique Mailing list name";"Введите уникальное название рассылки";C;;T;N
"Success signup URL";"URL-адрес успешной подписки";C;;T;N
"User will be redirected to this url in case he will confirm his registration in Mailing list. It is used in case Double Optin mechanism is used. If not defined, default message is displayed without redirection.";"Пользователь будут перенаправлен на этот URL-адрес в случае, если он подтвердит свою регистрацию в списке рассылки. Это используется при наличии механизма  подтверждения подписки (Double Optin). Если не указано, показывается сообщение по умолчанию, без перенаправления.";C;;T;N
"Double Opt-In";"Подтверждение подписки";C;;T;N
"Subscription to mailing list has to be confirmed by user. This is usually done by responding to a confirmation email sent to the email address in subsription request. This eliminates the chance of abuse where somebody submits somebody else's email address without their knowledge and against their will.";"Подписка на рассылку должна быть подтверждена пользователем. Обычно это делается путем реагирования на email с просьбой подтвердить подписку, который отправляется на адрес, указанный в запросе на подписку. Это исключает случаи злоупотреблений, когда кто-то указывает чужой адрес электронной почты без разрешения и против воли владельца.";C;;T;N
"Newsletters";"Рассылки";B;;T;N
"Here you can find list of your Mailing Lists. You can manage listings by editing existing or adding new Newsletter.";"Здесь находится список рассылок. Вы можете управлять списками, редактируя существующие и добавляя новые рассылки.";C;;T;N
"Add new Mailing list";"Добавить новую рассылку";C;;T;N
"Affiliate Login Url";"URL-адрес для входа партнеров";S;;T;N
"Affiliate Login Link";"Ссылка для входа партнеров";S;;T;N
"Merchant Login Url";"URL-адрес для входа Продавца";S;;T;N
"Merchant Login Link";"Ссылка для входа Продавца";S;;T;N
"Merchant login";"Логин Продавца";S;;T;N
"Default payout option saved";"Способ выплат по умолчанию сохранен";S;merchant;T;N
"Other";"Другой";B;;T;N
"For changes to take effect restart of application is needed. Do you want to restart now?";"Для того, чтобы применить изменения, необходима перезагрузка приложения. Выполнить перезагрузку сейчас?";C;merchant;T;N
"Undefined";"Не определен";B;;T;N
"Missing formid";"Отсутствует formid";S;;T;N
"You have no private campaign";"У Вас нет закрытых кампаний";C;;T;N
"Is allowed";"Разрешен";S;;T;N
"(default)";"(по умолчанию)";S;;T;N
"Country code must by unique peer account";"Код страны должен быть уникальным в учетной записи";S;;T;N
"You can contact us directly using this contact form. Your message will be sent to your affiliate manager by email.";"Вы можете связаться с нами напрямую, используя форму обратной связи. Ваше сообщение будет отправлено менеджеру партнерской программы электронной почтой.";C;affiliate;T;N
"Unique clicks";"Уникальные клики";B;;T;N
"%s (%s) imported";"%s (%s) импортировано";S;;T;N
"Importing language dictionary %s (%s)";"Импорт словаря языка %s (%s)";S;;T;N
"Import selected";"Импорт выбран";C;;T;N
"Please wait, import of selected languages can take few minutes.";"Пожалуйста, подождите, импорт выбранных языков может занять несколько минут.";C;;T;N
"Performance rewards is a powerful feature that allows you to reward your affiliates for their performance.";"Премии за результативность - это мощная функция, которая позволяет вознаграждать партнеров за достигнутые результаты.";S;merchant;T;N
"Select your preferred theme for your affiliate panel.";"Выберите тему для своей панели управления.";C;affiliate;T;N
"With performance reward rule you can reward your affiliates for their performace and motivate them to refer more customers to you.";"С премиями за результативность Вы можете вознаграждать партнеров за их успехи и мотивировать их направлять к Вам еще больше покупателей.";C;;T;N
"Apply for license key";"Отправить заявку на ключ лицензии";C;;T;N
"Offline Validation Request";"Запрос на валидацию в режиме оффлайн";C;;T;N
"Simple PDF";"Простой PDF";C;merchant;T;N
"Best viewed in:";"Оптимизировано для:";S;;T;N
"To change translation just click on translation column. After you will change translation text, click button Save modified rows below table";"Чтобы изменить перевод, просто кликните на колонку с переводами. После того, как Вы изменили текст перевода, кликните на кнопку под таблицей - Сохранить измененные строки";S;;T;N
"If you want your campaign to have a special logo, specify it here.<br/>Logo will be visible to your affiliates.";"Если Вы хотите, чтобы у Вашей кампании был отдельный логотип, укажите его здесь. <br/>Логотип будет виден Вашим партнерам.";C;merchant;T;N
"Lifetime of cookie in days for this campaign. 0 means infinite. It defines for how many from the original referral your affiliate will get commissions.<br/>For example, if you specify 14 days, affiliate will get commissions for all sales coming for the 14 days since visitor last click on his link.";"Продолжительность жизни файла cookie в днях для этой кампании. 0 обозначает бесконечно. Это определяет через сколько дней после первоначального перехода Ваш партнер  все еще сможет получить комиссию.<br/>Например, если Вы укажете 14 дней, партнер получит комиссиии за все продажи, произошедшие в течение 14 дней после того, как клиент клинкнул по его ссылке.";C;merchant;T;N
"FAQ";"Частые вопросы";S;;T;N
"Tour";"Подробности";S;;T;N
"Join";"Регистрация";S;;T;N
"Request id is missing or unsupported";"ID запроса отсутствует или не поддерживается";S;;T;N
"When advertising your affiliate links, you can track them using channels.";"Когда Вы будете рекламировать свои партнерские ссылки, Вы можете их отслеживать с помощью каналов.";S;affiliate;T;N
"To use it, simply create a new channel for every link placement you want. In banners you can choose to get the link version with channel appended.";"Чтобы воспользоваться этой функцией, просто создайте новый канал для каждого расположения ссылки. В разделе Баннеры Вы можете выбрать вариант кода ссылки с добавленным каналом.";S;affiliate;T;N
"The channel parameter will be transferred also to the tracked commission, so you will know exactly what link led to the commission.";"Параметр канал будет перенесен и в отслеженную комиссию, так что Вы будете точно знать, какая именно ссылка привела к продаже и начислению комиссии.";S;affiliate;T;N
"Examples of use";"Примеры использования";S;affiliate;T;N
"Testing the best placement for the banner on yur website - you can use the same banner, but with different channel for every position - and you will know which one is clicked more or has better CTR.";"Проверить оптимальное место для баннера на Вашем сайте - Вы можете использовать один и тот же баннер, но с разными каналами для каждого месторасположения. Таким образом, Вы будете знать, по какому баннеру больше кликают или у какого из них больше CTR.";S;affiliate;T;N
"PPC campaigns - you can have multiple ads for the same affiliate link. By using channel unique for every ad you can find out which ad converts more.";"Кампании с оплатой за клик - у Вас может быть разная реклама для одной и той же партнерской ссылки. Используя каналы, уникальные для каждого объявления, Вы можете выяснить, какое объявление дает большую прибыль.";S;affiliate;T;N
"Email notifications are disabled";"Уведомления по электронной почте отключены";C;affiliate;T;N
"Mass pay export format";"Формат экспорта для массовых платежей";S;merchant;T;N
"Export file header template";"Шаблон заголовка файла экспорта";C;merchant;T;N
"Export file row template";"Шаблон строки файла экспорта";C;merchant;T;N
"Export file footer template";"Шаблон окончания файла экспорта";C;merchant;T;N
"Username (email)";"Имя пользователя (email)";C;merchant;T;N
"You have to select user";"Вы должны выбрать пользователя";S;merchant;T;N
"Missing userid";"Отсутствует userid";S;merchant;T;N
"Links may not be changed. If you want to change link, you can delete the old link and create new, which must merchant again approve";"Ссылки нельзя изменить. Если Вы хотите изменить ссылку, Вы можете удалить старую ссылку и создать новую, которую Продавец должен потом снова должен одобрить";S;affiliate;T;N
"MassPay export files";"Файлы экспорта массовых платежей";S;merchant;T;N
"Here you can download export files for all payouts grouped by payout option.";"Здесь Вы можете скачать файлы экспорта для всех выплат, они сортированы по способу выплат.";S;merchant;T;N
"HTML format of the invoice.";"HTML формат счета.";S;merchant;T;N
"You can use Smarty syntax in this template and the constants from the list below.";"В этом шаблоне Вы можете использовать синтаксис Smarty и константы из списка, приведенного ниже.";S;merchant;T;N
"Payout preview";"Предварительный просмотр выплат";S;;T;N
"By clicking Preview invoice you can see how the invoice will look like for the specified affiliate.";"Кликнув Предварительный просмотр счета, Вы можете увидеть как будет выглядеть счет для указанного партнера.";S;merchant;T;N
"You can specify name and format of mass pay export file for this payout option.";"Вы можете указать название и формат файла экспорта для массовых платежей с помощью этого способа выплаты.";S;merchant;T;N
"When you pay your affiliates you will be able to download export file for each payout option.";"Когда Вы будете платить партнерам, Вы сможете скачать файл экспорта для каждого способа выплат.";S;merchant;T;N
"Format of this file consists of three parts: header, row and footer template.";"Формат этого файла состоит из трех частей: шаблон заголовка, строки и окончания файла.";S;merchant;T;N
"Header is at the beginning of the file, row is generated for each affiliate that is going to be paid and footer is at the end of file.";"Заголовок находится в начале файла, строка гененируется для каждого партнера, которому будет сделана выплата, а потом следует окончание файла.";S;merchant;T;N
"In each of this templates you can use Smarty syntax and row template allows you also to use some other constants.";"Вы можете использовать в любом шаблоне синтаксис Smarty, а шаблон строки позволяет Вам также использовать некоторые другие константы.";S;merchant;T;N
"List of supported template constants is visible in the listbox above the row template text area.";"Список поддерживаемых констант шаблона виден в списке над текстовой областью шаблона строки.";S;merchant;T;N
"HTML format of the invoice for users with VAT applicable.";"HTML формат счета для пользователей, к которым применяется НДС.";S;merchant;T;N
"WARNING: VAT constants will be empty if you show preview for the affiliate that has VAT invoicing disabled.";"ВНИМАНИЕ: Константы НДС будут пусты, если Вы делаете предварительный просмотр счета для партнера, для которого отключено использование НДС.";S;merchant;T;N
"You have to select affiliate for this preview";"Вы должны выбрать партнера для предварительного просмотра";C;merchant;T;N
"Export filename";"Название файла экспорта";C;merchant;T;N
"Read more about DirectLinks";"Прочитайте подробнее про прямые ссылки";S;affiliate;T;N
"You don't need to enter each and every URL address of your pages, you can use star convention.";"Вам нет необходимости вводить URL-адреса каждой совей страницы, можно использовать знак звездочка.";S;affiliate;T;N
"So for example pattern";"Так пример";S;affiliate;T;N
"will match:";"будет соответствовать:";S;affiliate;T;N
"This video will help you better understand the Affiliate panel and quickly start promoting.";"Это видео поможет Вам лучше понять панель управления партнера и быстрее начать продвижение.";C;affiliate;T;N
"Merchant panel tutorial video";"Видео по использованию панели управления продавца";C;merchant;T;N
"In this video Chuck Lasker explains and clicks through basic forms of merchant control panel. He will show you how to navigate through main sections of application. In same time you can see in action how responsive is merchant application based on new Web 2.0 user interface.";"В этом видео объясняется и  показываются основы панели управления продавца. Вы увидите, как переходить по главным разделам программы. В то же время Вы увидите, насколько гибка панель управления, основанная на интерфейсе Web 2.0.";C;merchant;T;N
"File Name";"Название файла";S;;T;N
"Hover Banner";"Неблокируемый баннер";S;;T;N
"Enables hover (DIV on page) banner";"Активация неблокируемого (DIV на странице) баннера";S;;T;N
"Custom value separator";"Пользовательский разделитель значений";S;;T;N
"Custom value separator should be set only when custom value is used by other script. See Paypal (IPN and custom used by other script) integration method.";"Пользовательский разделитель значений должен указываться только когда пользовательское значение используется другим скриптом. См. метод интеграции с Paypal.";S;;T;N
"Custom separator saved";"Пользовательский разделитель сохранен";S;;T;N
"Unpaid commissions (approved / pending):";"Невыплаченные комиссии (одобренные / необработанные):";S;affiliate;T;N
"Total sales generated";"Всего продаж";S;merchant;T;N
"banners.";"баннеры.";S;merchant;T;N
"You have generated";"Вы сгенерировали";S;merchant;T;N
"in commissions from";"комиссий с";S;merchant;T;N
"total sale value.";"продаж.";S;merchant;T;N
"pending commissions.";"комиссий, ожидающих одобрения.";S;merchant;T;N
"in unpaid approved commissions.";"неоплаченных одобренных комиссий.";S;merchant;T;N
"You have paid";"Вы заплатили";S;merchant;T;N
"in commissions.";"комиссий.";S;merchant;T;N
"in unpaid pending commission.";"неоплаченных комиссий, ожидающих одобрения.";S;merchant;T;N
"in unpaid declined commission.";"неоплаченных отклоненных комиссий.";S;merchant;T;N
"total sales.";"общих продаж.";S;merchant;T;N
"unpaid approved commissions.";"неоплаченных одобренных комиссий.";S;merchant;T;N
"impressions,";"показы,";S;merchant;T;N
"clicks (raw/unique) and";"кликов (всего/уникальных) и";S;merchant;T;N
"sales.";"продажи.";S;merchant;T;N
"Your CTR was";"Ваш CTR составил";S;merchant;T;N
"Download Pdf";"Скачать Pdf";C;;T;N
"lower than (<)";"ниже чем (<)";C;;T;N
"higher than (>)";"выше чем (>)";C;;T;N
"between (<, >)";"между (<, >)";C;;T;N
"equal to (=)";"равно (=)";C;;T;N
"Newsletter";"Рассылка";B;;T;N
"Use API to trigger commissions";"Использовать API для начисления комиссий";S;;T;N
"When you check this option, recurring commissions won't be given automatically, but you wil have to trigger them using API. More details at: %s";"Когда Вы отметите эту опцию, повторяющиеся комиссии не будут насчитываться автоматически, а Вам самому нужно будет запустить их, используя API. Подробнее: %s";S;;T;N
"Recurring commission settings saved";"Настройки повторяющихся комиссий сохранены";S;;T;N
"Recurring commission processed";"Повторяющаяся комиссия сохранена";S;;T;N
"Unable to load recurring commission with OrderID %s";"Не удалось загрузить повторяющуюся комиссию в OrderID %s";S;;T;N
"per CPM";"за тысячу показов";S;merchant;T;N
"2nd tier";"2-й уровень";S;merchant;T;N
"3rd tier";"3-й уровень";S;merchant;T;N
"%sth tier";"%-й  уровень";S;merchant;T;N
"Failed to pay affiliates %s";"Не удалось заплатить партнерам %s";S;merchant;T;N
"Files deleted";"Файлы удалены";S;;T;N
